Date,Tiempo,Lat,Long,Altitude,Speed
0/0/2000,9:15:30,-12.1141996383,-76.9364318847,419.20,18520000.00
5/19/2023,9:15:33,-12.1137199401,-76.9372406005,419.20,5.76
5/19/2023,9:15:36,-12.1136302947,-76.9373092651,217.60,5.76
5/19/2023,9:15:39,-12.1136102676,-76.9372711181,220.00,5.76
5/19/2023,9:15:42,-12.1135902404,-76.9372329711,218.20,5.76
5/19/2023,9:15:45,-12.1135301589,-76.9372406005,207.40,5.76
5/19/2023,9:15:48,-12.1134901046,-76.9371871948,207.50,5.76
5/19/2023,9:15:51,-12.1134700775,-76.9371566772,208.00,5.76
5/19/2023,9:15:54,-12.1134500503,-76.9370880126,209.60,5.76
5/19/2023,9:15:57,-12.1134700775,-76.9370498657,212.80,5.76
5/19/2023,9:16:0,-12.1134700775,-76.9370193481,212.70,5.76
0/0/2000,9:16:4,-12.1134700775,-76.9370422363,215.10,18520000.00
0/0/2000,9:16:7,-12.1134796142,-76.9370193481,216.30,18520000.00
0/0/2000,9:16:10,-12.1135196685,-76.9369888305,221.30,18520000.00
0/0/2000,9:16:13,-12.1135396957,-76.9370117187,221.80,18520000.00
0/0/2000,9:16:16,-12.1135797500,-76.9370803833,216.50,18520000.00
0/0/2000,9:16:19,-12.1136198043,-76.9371414184,214.30,18520000.00
0/0/2000,9:16:22,-12.1136598587,-76.9372177124,208.60,18520000.00
0/0/2000,9:16:25,-12.1136798858,-76.9372711181,206.20,18520000.00
0/0/2000,9:16:28,-12.1136503219,-76.9373397827,198.70,18520000.00
0/0/2000,9:16:31,-12.1136302947,-76.9374084472,190.90,18520000.00
0/0/2000,9:16:34,-12.1137104034,-76.9375000000,184.40,18520000.00
0/0/2000,9:16:37,-12.1137599945,-76.9375610351,182.20,18520000.00
0/0/2000,9:16:40,-12.1137895584,-76.9376373291,178.00,18520000.00
0/0/2000,9:16:43,-12.1138200759,-76.9377136230,172.60,18520000.00
0/0/2000,9:16:46,-12.1138601303,-76.9377822875,167.80,18520000.00
0/0/2000,9:16:49,-12.1138896942,-76.9378585815,160.30,18520000.00
0/0/2000,9:16:52,-12.1139097213,-76.9379425048,153.70,18520000.00
0/0/2000,9:16:55,-12.1139297485,-76.9379882812,151.30,18520000.00
0/0/2000,9:16:58,-12.1139402389,-76.9380798339,143.80,18520000.00
0/0/2000,9:17:1,-12.1139402389,-76.9381408691,138.90,18520000.00
0/0/2000,9:17:4,-12.1139497756,-76.9382400512,129.90,18520000.00
0/0/2000,9:17:7,-12.1140003204,-76.9382934570,132.30,18520000.00
0/0/2000,9:17:10,-12.1140499114,-76.9383163452,135.50,18520000.00
0/0/2000,9:17:13,-12.1140899658,-76.9383773803,134.70,18520000.00
0/0/2000,9:17:16,-12.1141500473,-76.9384231567,135.50,18520000.00
0/0/2000,9:17:19,-12.1142101287,-76.9384307861,141.40,18520000.00
0/0/2000,9:17:22,-12.1142597198,-76.9384613037,143.40,18520000.00
0/0/2000,9:17:25,-12.1142797470,-76.9384918212,145.90,18520000.00
0/0/2000,9:17:28,-12.1142702102,-76.9385375976,142.50,18520000.00
0/0/2000,9:17:31,-12.1145696640,-76.9379882812,263.80,18520000.00
0/0/2000,9:17:34,-12.1146802902,-76.9378890991,298.20,18520000.00
0/0/2000,9:17:37,-12.1147699356,-76.9378814697,311.50,18520000.00
0/0/2000,9:17:40,-12.1148395538,-76.9378662109,318.40,18520000.00
0/0/2000,9:17:43,-12.1149396896,-76.9378128051,327.30,18520000.00
0/0/2000,9:17:46,-12.1150703430,-76.9377593994,340.40,18520000.00
0/0/2000,9:17:49,-12.1151304244,-76.9378204345,347.10,18520000.00
0/0/2000,9:17:52,-12.1151695251,-76.9378814697,350.20,18520000.00
0/0/2000,9:17:56,-12.1152496337,-76.9379272460,357.60,18520000.00
0/0/2000,9:17:59,-12.1153202056,-76.9379501342,363.40,18520000.00
0/0/2000,9:18:2,-12.1154003143,-76.9379882812,371.60,18520000.00
0/0/2000,9:18:5,-12.1154403686,-76.9380264282,375.70,18520000.00
0/0/2000,9:18:8,-12.1154298782,-76.9380874633,372.40,18520000.00
0/0/2000,9:18:11,-12.1154499053,-76.9381408691,370.30,18520000.00
0/0/2000,9:18:14,-12.1154603958,-76.9381866455,367.80,18520000.00
0/0/2000,9:18:17,-12.1154804229,-76.9382324218,365.50,18520000.00
0/0/2000,9:18:20,-12.1155004501,-76.9382781982,362.70,18520000.00
0/0/2000,9:18:23,-12.1155099868,-76.9383316040,359.70,18520000.00
0/0/2000,9:18:26,-12.1155500411,-76.9383697509,359.10,18520000.00
0/0/2000,9:18:29,-12.1155796051,-76.9384078979,358.50,18520000.00
0/0/2000,9:18:32,-12.1155996322,-76.9384689331,352.40,18520000.00
0/0/2000,9:18:35,-12.1156301498,-76.9385070800,350.00,18520000.00
0/0/2000,9:18:38,-12.1156597137,-76.9385528564,349.70,18520000.00
0/0/2000,9:18:41,-12.1156997680,-76.9385986328,348.10,18520000.00
0/0/2000,9:18:44,-12.1157398223,-76.9386367797,347.90,18520000.00
0/0/2000,9:18:47,-12.1157798767,-76.9386825561,348.80,18520000.00
0/0/2000,9:18:50,-12.1158103942,-76.9387207031,350.00,18520000.00
0/0/2000,9:18:53,-12.1158399581,-76.9387588500,351.00,18520000.00
0/0/2000,9:18:56,-12.1158800125,-76.9388122558,351.70,18520000.00
0/0/2000,9:18:59,-12.1159095764,-76.9388504028,351.80,18520000.00
0/0/2000,9:19:2,-12.1159400939,-76.9388885498,351.50,18520000.00
0/0/2000,9:19:5,-12.1159696578,-76.9389266967,351.30,18520000.00
0/0/2000,9:19:8,-12.1160097122,-76.9389724731,351.60,18520000.00
0/0/2000,9:19:11,-12.1160497665,-76.9390106201,350.80,18520000.00
0/0/2000,9:19:14,-12.1160497665,-76.9390487670,350.70,18520000.00
0/0/2000,9:19:17,-12.1160497665,-76.9391098022,350.00,18520000.00
0/0/2000,9:19:20,-12.1160402297,-76.9391479492,348.80,18520000.00
0/0/2000,9:19:23,-12.1160297393,-76.9392089843,347.50,18520000.00
0/0/2000,9:19:26,-12.1160097122,-76.9392623901,348.00,18520000.00
0/0/2000,9:19:29,-12.1159896850,-76.9393005371,350.10,18520000.00
0/0/2000,9:19:32,-12.1159601211,-76.9393386840,349.30,18520000.00
0/0/2000,9:19:35,-12.1159296035,-76.9393920898,350.10,18520000.00
0/0/2000,9:19:38,-12.1159000396,-76.9394378662,351.80,18520000.00
0/0/2000,9:19:41,-12.1158504486,-76.9394607543,350.50,18520000.00
0/0/2000,9:19:44,-12.1158103942,-76.9394989013,350.70,18520000.00
0/0/2000,9:19:47,-12.1157598495,-76.9395294189,349.80,18520000.00
0/0/2000,9:19:50,-12.1157302856,-76.9395675659,349.80,18520000.00
0/0/2000,9:19:53,-12.1156902313,-76.9395980834,347.50,18520000.00
0/0/2000,9:19:56,-12.1156501770,-76.9396362304,345.00,18520000.00
0/0/2000,9:19:59,-12.1156101226,-76.9396667480,342.90,18520000.00
0/0/2000,9:20:2,-12.1155700683,-76.9396972656,340.40,18520000.00
0/0/2000,9:20:5,-12.1155099868,-76.9397277832,339.10,18520000.00
0/0/2000,9:20:8,-12.1154804229,-76.9397583007,337.40,18520000.00
0/0/2000,9:20:11,-12.1154403686,-76.9397964477,337.30,18520000.00
0/0/2000,9:20:14,-12.1154098510,-76.9398498535,340.30,18520000.00
0/0/2000,9:20:17,-12.1153602600,-76.9398803710,340.20,18520000.00
0/0/2000,9:20:20,-12.1153202056,-76.9399185180,339.80,18520000.00
0/0/2000,9:20:23,-12.1152696609,-76.9399490356,337.50,18520000.00
0/0/2000,9:20:26,-12.1152400970,-76.9399795532,335.70,18520000.00
0/0/2000,9:20:29,-12.1152000427,-76.9400329589,335.20,18520000.00
0/0/2000,9:20:32,-12.1151504516,-76.9400711059,334.60,18520000.00
0/0/2000,9:20:35,-12.1151103973,-76.9401016235,335.40,18520000.00
0/0/2000,9:20:38,-12.1150798797,-76.9401473999,340.50,18520000.00
0/0/2000,9:20:41,-12.1150398254,-76.9401931762,342.90,18520000.00
0/0/2000,9:20:44,-12.1150102615,-76.9402389526,346.60,18520000.00
0/0/2000,9:20:47,-12.1149501800,-76.9402618408,346.50,18520000.00
0/0/2000,9:20:50,-12.1149196624,-76.9402923583,345.20,18520000.00
0/0/2000,9:20:53,-12.1148700714,-76.9403381347,349.00,18520000.00
0/0/2000,9:20:56,-12.1148395538,-76.9403915405,352.40,18520000.00
0/0/2000,9:20:59,-12.1148004531,-76.9404296875,354.00,18520000.00
0/0/2000,9:21:2,-12.1147499084,-76.9404602050,351.20,18520000.00
0/0/2000,9:21:5,-12.1147203445,-76.9404830932,350.20,18520000.00
0/0/2000,9:21:8,-12.1146697998,-76.9405212402,346.80,18520000.00
0/0/2000,9:21:11,-12.1146202087,-76.9405364990,343.30,18520000.00
0/0/2000,9:21:14,-12.1145601272,-76.9405670166,339.50,18520000.00
0/0/2000,9:21:17,-12.1145095825,-76.9405975341,338.40,18520000.00
0/0/2000,9:21:20,-12.1144800186,-76.9406433105,336.90,18520000.00
0/0/2000,9:21:23,-12.1144599914,-76.9406890869,335.90,18520000.00
0/0/2000,9:21:26,-12.1144104003,-76.9407196044,336.00,18520000.00
0/0/2000,9:21:29,-12.1143503189,-76.9407501220,335.70,18520000.00
0/0/2000,9:21:32,-12.1142902374,-76.9407806396,333.40,18520000.00
0/0/2000,9:21:35,-12.1142396926,-76.9408035278,330.00,18520000.00
0/0/2000,9:21:38,-12.1141996383,-76.9408416748,329.90,18520000.00
0/0/2000,9:21:41,-12.1141300201,-76.9408569335,327.20,18520000.00
0/0/2000,9:21:44,-12.1140604019,-76.9408798217,325.10,18520000.00
0/0/2000,9:21:47,-12.1140298843,-76.9409179687,323.10,18520000.00
0/0/2000,9:21:50,-12.1140098571,-76.9409790039,324.10,18520000.00
0/0/2000,9:21:53,-12.1139602661,-76.9410171508,324.90,18520000.00
0/0/2000,9:21:56,-12.1139001846,-76.9410476684,324.50,18520000.00
0/0/2000,9:21:59,-12.1138601303,-76.9410934448,323.80,18520000.00
0/0/2000,9:22:2,-12.1138401031,-76.9411315917,324.60,18520000.00
0/0/2000,9:22:5,-12.1138000488,-76.9411697387,323.50,18520000.00
0/0/2000,9:22:8,-12.1137599945,-76.9412002563,324.60,18520000.00
0/0/2000,9:22:11,-12.1137104034,-76.9412384033,324.70,18520000.00
0/0/2000,9:22:14,-12.1136703491,-76.9412765502,321.20,18520000.00
0/0/2000,9:22:17,-12.1136198043,-76.9412994384,319.40,18520000.00
0/0/2000,9:22:20,-12.1135797500,-76.9413375854,320.70,18520000.00
0/0/2000,9:22:23,-12.1135101318,-76.9413681030,321.90,18520000.00
0/0/2000,9:22:26,-12.1134700775,-76.9413986206,321.10,18520000.00
0/0/2000,9:22:29,-12.1134004592,-76.9414367675,321.30,18520000.00
0/0/2000,9:22:32,-12.1133499145,-76.9414672851,322.50,18520000.00
0/0/2000,9:22:35,-12.1133098602,-76.9414978027,323.80,18520000.00
0/0/2000,9:22:38,-12.1132698059,-76.9415283203,325.80,18520000.00
0/0/2000,9:22:41,-12.1132297515,-76.9415664672,327.10,18520000.00
0/0/2000,9:22:44,-12.1131896972,-76.9415969848,327.40,18520000.00
0/0/2000,9:22:47,-12.1131496429,-76.9416122436,326.60,18520000.00
0/0/2000,9:22:50,-12.1131000518,-76.9416122436,323.00,18520000.00
0/0/2000,9:22:53,-12.1130399703,-76.9416275024,320.10,18520000.00
0/0/2000,9:22:56,-12.1129999160,-76.9416503906,320.70,18520000.00
0/0/2000,9:22:59,-12.1129302978,-76.9416732788,319.60,18520000.00
0/0/2000,9:23:2,-12.1128797531,-76.9416732788,317.50,18520000.00
0/0/2000,9:23:5,-12.1128396987,-76.9416885375,317.20,18520000.00
0/0/2000,9:23:8,-12.1128101348,-76.9417114257,318.30,18520000.00
0/0/2000,9:23:11,-12.1127700805,-76.9417419433,319.80,18520000.00
0/0/2000,9:23:14,-12.1127300262,-76.9417572021,320.80,18520000.00
0/0/2000,9:23:17,-12.1126604080,-76.9417800903,318.80,18520000.00
0/0/2000,9:23:20,-12.1126098632,-76.9418029785,318.60,18520000.00
0/0/2000,9:23:23,-12.1125602722,-76.9418182373,318.80,18520000.00
0/0/2000,9:23:26,-12.1125097274,-76.9418334960,317.40,18520000.00
0/0/2000,9:23:29,-12.1124601364,-76.9418411254,315.60,18520000.00
0/0/2000,9:23:32,-12.1123895645,-76.9418792724,320.30,18520000.00
0/0/2000,9:23:35,-12.1123399734,-76.9419174194,324.00,18520000.00
0/0/2000,9:23:38,-12.1122798919,-76.9419326782,323.60,18520000.00
0/0/2000,9:23:41,-12.1122398376,-76.9419479370,326.70,18520000.00
0/0/2000,9:23:44,-12.1122102737,-76.9419479370,325.70,18520000.00
0/0/2000,9:23:47,-12.1121702194,-76.9419708251,326.10,18520000.00
0/0/2000,9:23:50,-12.1121301651,-76.9420089721,325.80,18520000.00
0/0/2000,9:23:53,-12.1120796203,-76.9420318603,327.50,18520000.00
0/0/2000,9:23:56,-12.1120300292,-76.9420394897,323.90,18520000.00
0/0/2000,9:23:59,-12.1120004653,-76.9420623779,325.30,18520000.00
0/0/2000,9:24:2,-12.1119499206,-76.9420776367,322.90,18520000.00
0/0/2000,9:24:5,-12.1119098663,-76.9421005249,321.70,18520000.00
0/0/2000,9:24:8,-12.1118698120,-76.9421081542,320.90,18520000.00
0/0/2000,9:24:11,-12.1118202209,-76.9421386718,323.50,18520000.00
0/0/2000,9:24:14,-12.1117696762,-76.9421615600,323.30,18520000.00
0/0/2000,9:24:17,-12.1117296218,-76.9421691894,321.70,18520000.00
0/0/2000,9:24:20,-12.1116695404,-76.9421920776,320.30,18520000.00
0/0/2000,9:24:23,-12.1116104125,-76.9422073364,317.90,18520000.00
0/0/2000,9:24:26,-12.1115598678,-76.9422225952,315.10,18520000.00
0/0/2000,9:24:29,-12.1115198135,-76.9422378540,313.70,18520000.00
0/0/2000,9:24:32,-12.1114597320,-76.9422531127,312.30,18520000.00
0/0/2000,9:24:35,-12.1114196777,-76.9422683715,310.60,18520000.00
0/0/2000,9:24:38,-12.1113901138,-76.9422912597,310.20,18520000.00
0/0/2000,9:24:41,-12.1113395690,-76.9423065185,307.60,18520000.00
0/0/2000,9:24:44,-12.1112699508,-76.9423370361,306.20,18520000.00
0/0/2000,9:24:47,-12.1112203598,-76.9423904418,308.60,18520000.00
0/0/2000,9:24:50,-12.1111898422,-76.9424285888,314.30,18520000.00
0/0/2000,9:24:53,-12.1111402511,-76.9424514770,319.50,18520000.00
0/0/2000,9:24:56,-12.1110801696,-76.9424667358,319.60,18520000.00
0/0/2000,9:24:59,-12.1110401153,-76.9424972534,319.90,18520000.00
0/0/2000,9:25:2,-12.1109800338,-76.9425201416,317.10,18520000.00
0/0/2000,9:25:5,-12.1109399795,-76.9425430297,315.40,18520000.00
0/0/2000,9:25:8,-12.1108999252,-76.9425582885,311.50,18520000.00
0/0/2000,9:25:11,-12.1108703613,-76.9425811767,306.60,18520000.00
0/0/2000,9:25:14,-12.1108102798,-76.9425964355,304.90,18520000.00
0/0/2000,9:25:17,-12.1107597351,-76.9426193237,304.60,18520000.00
0/0/2000,9:25:20,-12.1106996536,-76.9426422119,304.20,18520000.00
0/0/2000,9:25:23,-12.1106300354,-76.9426803588,305.30,18520000.00
0/0/2000,9:25:26,-12.1105499267,-76.9427032470,301.30,18520000.00
0/0/2000,9:25:29,-12.1104698181,-76.9427108764,298.90,18520000.00
0/0/2000,9:25:32,-12.1104097366,-76.9427337646,298.40,18520000.00
0/0/2000,9:25:35,-12.1103601455,-76.9427490234,297.80,18520000.00
0/0/2000,9:25:38,-12.1103200912,-76.9427719116,297.10,18520000.00
0/0/2000,9:25:41,-12.1102504730,-76.9428024291,298.70,18520000.00
0/0/2000,9:25:44,-12.1101903915,-76.9428405761,301.20,18520000.00
0/0/2000,9:25:47,-12.1101303100,-76.9428710937,301.40,18520000.00
0/0/2000,9:25:50,-12.1100797653,-76.9428710937,301.40,18520000.00
0/0/2000,9:25:53,-12.1100397109,-76.9429016113,300.00,18520000.00
0/0/2000,9:25:56,-12.1100101470,-76.9429321289,298.30,18520000.00
0/0/2000,9:25:59,-12.1099596023,-76.9429702758,298.60,18520000.00
0/0/2000,9:26:2,-12.1099100112,-76.9430007934,297.40,18520000.00
0/0/2000,9:26:5,-12.1098804473,-76.9430236816,295.90,18520000.00
0/0/2000,9:26:8,-12.1098299026,-76.9430465698,295.70,18520000.00
0/0/2000,9:26:11,-12.1097803115,-76.9430694580,296.10,18520000.00
0/0/2000,9:26:14,-12.1097297668,-76.9430999755,295.70,18520000.00
0/0/2000,9:26:17,-12.1096897125,-76.9431304931,294.40,18520000.00
0/0/2000,9:26:20,-12.1096496582,-76.9431533813,293.80,18520000.00
0/0/2000,9:26:23,-12.1096000671,-76.9431686401,293.30,18520000.00
0/0/2000,9:26:26,-12.1095600128,-76.9431915283,294.80,18520000.00
0/0/2000,9:26:29,-12.1094999313,-76.9432220458,298.10,18520000.00
0/0/2000,9:26:32,-12.1094503402,-76.9432525634,297.80,18520000.00
0/0/2000,9:26:35,-12.1093902587,-76.9432907104,296.90,18520000.00
0/0/2000,9:26:38,-12.1093397140,-76.9433288574,296.20,18520000.00
0/0/2000,9:26:41,-12.1092901229,-76.9433593750,297.10,18520000.00
0/0/2000,9:26:44,-12.1092395782,-76.9433898925,296.80,18520000.00
0/0/2000,9:26:47,-12.1091995239,-76.9434204101,297.40,18520000.00
0/0/2000,9:26:50,-12.1091499328,-76.9434509277,296.90,18520000.00
0/0/2000,9:26:53,-12.1091203689,-76.9434814453,296.40,18520000.00
0/0/2000,9:26:56,-12.1090602874,-76.9435272216,296.50,18520000.00
0/0/2000,9:26:59,-12.1090097427,-76.9435729980,296.40,18520000.00
0/0/2000,9:27:2,-12.1089496612,-76.9436111450,296.80,18520000.00
0/0/2000,9:27:5,-12.1089000701,-76.9436569213,296.30,18520000.00
0/0/2000,9:27:8,-12.1088495254,-76.9436874389,296.80,18520000.00
0/0/2000,9:27:11,-12.1087903976,-76.9437332153,298.00,18520000.00
0/0/2000,9:27:14,-12.1087303161,-76.9437789916,300.50,18520000.00
0/0/2000,9:27:17,-12.1086797714,-76.9438323974,302.00,18520000.00
0/0/2000,9:27:20,-12.1086301803,-76.9438705444,301.00,18520000.00
0/0/2000,9:27:23,-12.1085901260,-76.9439086914,300.00,18520000.00
0/0/2000,9:27:26,-12.1085596084,-76.9439392089,298.40,18520000.00
0/0/2000,9:27:29,-12.1085100173,-76.9439773559,297.80,18520000.00
0/0/2000,9:27:32,-12.1084699630,-76.9440231323,296.80,18520000.00
0/0/2000,9:27:35,-12.1084403991,-76.9440536499,293.80,18520000.00
0/0/2000,9:27:38,-12.1084098815,-76.9440765380,291.80,18520000.00
0/0/2000,9:27:41,-12.1083698272,-76.9441223144,291.80,18520000.00
0/0/2000,9:27:44,-12.1083498001,-76.9441680908,291.60,18520000.00
0/0/2000,9:27:47,-12.1083002090,-76.9442214965,293.10,18520000.00
0/0/2000,9:27:50,-12.1082601547,-76.9442596435,292.90,18520000.00
0/0/2000,9:27:53,-12.1082201004,-76.9443130493,292.30,18520000.00
0/0/2000,9:27:56,-12.1081800460,-76.9443588256,291.50,18520000.00
