Date,Tiempo,Lat,Long,Altitude,Speed
0/0/2000,9:49:57,-12.1114997863,-76.9384307861,378.70,18520000.00
0/0/2000,9:50:0,-12.1113700866,-76.9393768310,323.70,18520000.00
0/0/2000,9:50:3,-12.1113300323,-76.9392318725,333.10,18520000.00
6/29/2023,9:50:6,-12.1113500595,-76.9392089843,333.10,2.70
6/29/2023,9:50:10,-12.1113595962,-76.9391937255,340.00,2.70
6/29/2023,9:50:13,-12.1113395690,-76.9391632080,341.30,2.70
6/29/2023,9:50:16,-12.1113500595,-76.9391403198,337.70,2.70
6/29/2023,9:50:19,-12.1113500595,-76.9391326904,335.80,2.70
6/29/2023,9:50:22,-12.1113395690,-76.9391403198,335.40,2.70
6/29/2023,9:50:25,-12.1113500595,-76.9391326904,334.50,2.70
6/29/2023,9:50:28,-12.1113700866,-76.9391632080,336.30,2.70
6/29/2023,9:50:31,-12.1113700866,-76.9391632080,337.30,2.70
6/29/2023,9:50:34,-12.1113700866,-76.9391326904,337.40,2.70
6/29/2023,9:50:37,-12.1113901138,-76.9391403198,339.90,2.70
6/29/2023,9:50:40,-12.1113901138,-76.9391632080,341.20,2.70
6/29/2023,9:50:43,-12.1113901138,-76.9392013549,342.60,2.70
6/29/2023,9:50:46,-12.1114101409,-76.9391784667,346.90,2.70
6/29/2023,9:50:49,-12.1114301681,-76.9391784667,350.50,2.70
6/29/2023,9:50:52,-12.1114397048,-76.9391937255,350.70,2.70
6/29/2023,9:50:55,-12.1114397048,-76.9392013549,350.30,2.70
6/29/2023,9:50:58,-12.1114501953,-76.9392089843,351.50,2.70
6/29/2023,9:51:1,-12.1114501953,-76.9392166137,353.70,2.70
6/29/2023,9:51:4,-12.1114501953,-76.9392166137,353.10,2.70
6/29/2023,9:51:7,-12.1114501953,-76.9392166137,352.40,2.70
6/29/2023,9:51:10,-12.1114501953,-76.9392089843,351.50,2.70
6/29/2023,9:51:13,-12.1114196777,-76.9391632080,350.90,2.70
6/29/2023,9:51:16,-12.1114196777,-76.9391403198,350.90,2.70
6/29/2023,9:51:19,-12.1113996505,-76.9390869140,350.90,2.70
6/29/2023,9:51:22,-12.1113901138,-76.9391326904,348.70,2.70
6/29/2023,9:51:25,-12.1113796234,-76.9391174316,347.10,2.70
6/29/2023,9:51:28,-12.1113700866,-76.9390869140,346.30,2.70
6/29/2023,9:51:31,-12.1113500595,-76.9391326904,344.70,2.70
6/29/2023,9:51:34,-12.1113395690,-76.9391174316,344.20,2.70
6/29/2023,9:51:37,-12.1113395690,-76.9391403198,344.30,2.70
6/29/2023,9:51:40,-12.1113195419,-76.9391403198,344.00,2.70
6/29/2023,9:51:43,-12.1113195419,-76.9391479492,343.40,2.70
6/29/2023,9:51:46,-12.1113004684,-76.9391174316,342.80,2.70
6/29/2023,9:51:49,-12.1112804412,-76.9391021728,341.70,2.70
6/29/2023,9:51:52,-12.1112699508,-76.9390792846,339.80,2.70
6/29/2023,9:51:55,-12.1112298965,-76.9390563964,340.40,2.70
6/29/2023,9:51:58,-12.1111898422,-76.9390411376,342.40,2.70
6/29/2023,9:52:1,-12.1111497879,-76.9390716552,343.30,2.70
6/29/2023,9:52:4,-12.1111001968,-76.9390869140,344.40,2.70
6/29/2023,9:52:7,-12.1110496520,-76.9390716552,344.70,2.70
6/29/2023,9:52:10,-12.1109895706,-76.9390411376,344.20,2.70
6/29/2023,9:52:13,-12.1109304428,-76.9390106201,345.40,2.70
6/29/2023,9:52:16,-12.1108903884,-76.9389724731,344.60,2.70
6/29/2023,9:52:19,-12.1108503341,-76.9389266967,344.60,2.70
6/29/2023,9:52:22,-12.1107997894,-76.9388809204,345.90,2.70
6/29/2023,9:52:25,-12.1107397079,-76.9388198852,346.90,2.70
6/29/2023,9:52:28,-12.1106796264,-76.9387664794,347.70,2.70
6/29/2023,9:52:31,-12.1106500625,-76.9387207031,347.00,2.70
6/29/2023,9:52:34,-12.1106300354,-76.9386825561,346.40,2.70
6/29/2023,9:52:37,-12.1105804443,-76.9386291503,344.60,2.70
6/29/2023,9:52:40,-12.1105604171,-76.9385910034,341.70,2.70
6/29/2023,9:52:43,-12.1105298995,-76.9385528564,339.90,2.70
