Date,Tiempo,Lat,Long,Altitude,Speed
3/15/2023,23:2:46,-12.1120100021,-76.9390182495,10000000.00,1.81
3/15/2023,23:2:49,-12.1119804382,-76.9391403198,150.80,1.81
3/15/2023,23:2:53,-12.1114196777,-76.9392395019,333.30,1.81
3/15/2023,23:2:56,-12.1114196777,-76.9392089843,331.30,1.81
3/15/2023,23:2:59,-12.1114196777,-76.9391708374,328.40,1.81
3/15/2023,23:3:2,-12.1114196777,-76.9391632080,326.80,1.81
3/15/2023,23:3:5,-12.1114301681,-76.9391632080,325.40,1.81
3/15/2023,23:3:8,-12.1114397048,-76.9391632080,323.30,1.81
3/15/2023,23:3:11,-12.1114501953,-76.9391632080,320.20,1.81
3/15/2023,23:3:14,-12.1114597320,-76.9391632080,317.10,1.81
3/15/2023,23:3:17,-12.1114597320,-76.9391708374,316.50,1.81
3/15/2023,23:3:20,-12.1114797592,-76.9391708374,311.30,1.81
3/15/2023,23:3:23,-12.1114902496,-76.9391708374,309.50,1.81
3/15/2023,23:3:26,-12.1114301681,-76.9391632080,327.40,1.81
3/15/2023,23:3:29,-12.1114196777,-76.9391632080,329.30,1.81
3/15/2023,23:3:32,-12.1114196777,-76.9391632080,330.30,1.81
3/15/2023,23:3:35,-12.1114196777,-76.9391632080,331.00,1.81
3/15/2023,23:3:38,-12.1114196777,-76.9391632080,331.60,1.81
3/15/2023,23:3:41,-12.1114196777,-76.9391632080,332.20,1.81
3/15/2023,23:3:44,-12.1114196777,-76.9391632080,332.70,1.81
3/15/2023,23:3:47,-12.1114196777,-76.9391708374,333.20,1.81
3/15/2023,23:3:50,-12.1114196777,-76.9391708374,333.70,1.81
3/15/2023,23:3:53,-12.1114196777,-76.9391632080,334.10,1.81
3/15/2023,23:3:56,-12.1114196777,-76.9391708374,334.50,1.81
3/15/2023,23:3:59,-12.1114196777,-76.9391708374,334.80,1.81
3/15/2023,23:4:2,-12.1114196777,-76.9391708374,335.20,1.81
3/15/2023,23:4:5,-12.1114196777,-76.9391708374,335.50,1.81
3/15/2023,23:4:8,-12.1114196777,-76.9391784667,335.80,1.81
3/15/2023,23:4:11,-12.1114196777,-76.9391784667,336.00,1.81
3/15/2023,23:4:14,-12.1114196777,-76.9391708374,336.30,1.81
3/15/2023,23:4:17,-12.1114196777,-76.9391708374,336.60,1.81
3/15/2023,23:4:20,-12.1114196777,-76.9391632080,336.80,1.81
3/15/2023,23:4:23,-12.1114196777,-76.9391708374,337.10,1.81
3/15/2023,23:4:26,-12.1114196777,-76.9391708374,337.50,1.81
3/15/2023,23:4:29,-12.1114196777,-76.9391784667,338.70,1.81
