Date,Tiempo,Lat,Long,Altitude,Speed
0/0/2000,9:12:52,-12.1117401123,-76.9393920898,315.60,18520000.00
0/0/2000,9:12:55,-12.1117296218,-76.9393463134,319.40,18520000.00
0/0/2000,9:12:58,-12.1110801696,-76.9389724731,351.30,18520000.00
0/0/2000,9:13:1,-12.1110696792,-76.9389724731,348.60,18520000.00
0/0/2000,9:13:4,-12.1110801696,-76.9389724731,349.00,18520000.00
0/0/2000,9:13:7,-12.1110095977,-76.9389419555,350.50,18520000.00
0/0/2000,9:13:10,-12.1109800338,-76.9389190673,351.90,18520000.00
0/0/2000,9:13:13,-12.1108798980,-76.9388809204,354.00,18520000.00
0/0/2000,9:13:16,-12.1111698150,-76.9390411376,342.60,18520000.00
0/0/2000,9:13:19,-12.1113300323,-76.9391479492,332.60,18520000.00
0/0/2000,9:13:22,-12.1114501953,-76.9392318725,326.70,18520000.00
0/0/2000,9:13:25,-12.1113004684,-76.9391632080,331.50,18520000.00
0/0/2000,9:13:29,-12.1112403869,-76.9391021728,337.10,18520000.00
0/0/2000,9:13:32,-12.1113500595,-76.9391632080,336.00,18520000.00
0/0/2000,9:13:35,-12.1113395690,-76.9391479492,337.80,18520000.00
0/0/2000,9:13:38,-12.1113500595,-76.9391632080,336.80,18520000.00
0/0/2000,9:13:41,-12.1113395690,-76.9391479492,336.20,18520000.00
0/0/2000,9:13:44,-12.1113595962,-76.9391784667,332.40,18520000.00
0/0/2000,9:13:47,-12.1114101409,-76.9392166137,329.40,18520000.00
0/0/2000,9:13:50,-12.1114902496,-76.9393005371,327.30,18520000.00
0/0/2000,9:13:53,-12.1115598678,-76.9393234252,326.40,18520000.00
0/0/2000,9:13:56,-12.1114702224,-76.9392471313,328.30,18520000.00
0/0/2000,9:13:59,-12.1113996505,-76.9391784667,330.20,18520000.00
0/0/2000,9:14:2,-12.1113500595,-76.9391326904,331.80,18520000.00
0/0/2000,9:14:5,-12.1113500595,-76.9391326904,329.00,18520000.00
0/0/2000,9:14:8,-12.1113395690,-76.9391021728,330.60,18520000.00
0/0/2000,9:14:11,-12.1113500595,-76.9391021728,330.00,18520000.00
0/0/2000,9:14:14,-12.1113595962,-76.9391021728,329.60,18520000.00
0/0/2000,9:14:17,-12.1113500595,-76.9390869140,330.10,18520000.00
0/0/2000,9:14:20,-12.1113595962,-76.9391021728,329.20,18520000.00
0/0/2000,9:14:23,-12.1113595962,-76.9391098022,327.70,18520000.00
0/0/2000,9:14:26,-12.1113700866,-76.9391098022,326.80,18520000.00
0/0/2000,9:14:29,-12.1113595962,-76.9391098022,327.30,18520000.00
0/0/2000,9:14:32,-12.1113700866,-76.9390869140,327.80,18520000.00
0/0/2000,9:14:35,-12.1113796234,-76.9390716552,327.80,18520000.00
0/0/2000,9:14:38,-12.1114196777,-76.9390563964,327.90,18520000.00
0/0/2000,9:14:41,-12.1114397048,-76.9390335083,328.40,18520000.00
0/0/2000,9:14:44,-12.1114902496,-76.9390182495,328.20,18520000.00
0/0/2000,9:14:47,-12.1115303039,-76.9390182495,326.70,18520000.00
